source,utterance,data_type,session_id,person_id,train_type
50.jpg,232,rgb,13,50,train
77.jpg,1191,rgb,13,50,train
1288.wav,1288,wav,14,50,train
1151.wav,1151,wav,14,50,train
714.wav,714,wav,14,50,train
486.wav,486,wav,14,50,train
120.wav,120,wav,14,50,train
77.jpg,1151,thr,14,50,train
77.jpg,120,thr,14,50,train
77.jpg,714,thr,14,50,train
77.jpg,486,thr,14,50,train
77.jpg,1288,thr,14,50,train
77.jpg,1151,rgb,14,50,train
77.jpg,120,rgb,14,50,train
77.jpg,714,rgb,14,50,train
77.jpg,486,rgb,14,50,train
77.jpg,1288,rgb,14,50,train
230.wav,230,wav,12,50,train
565.wav,565,wav,12,50,train
18.wav,18,wav,12,50,train
341.wav,341,wav,12,50,train
1095.wav,1095,wav,12,50,train
77.jpg,18,thr,12,50,train
77.jpg,565,thr,12,50,train
77.jpg,341,thr,12,50,train
77.jpg,230,thr,12,50,train
77.jpg,1095,thr,12,50,train
77.jpg,18,rgb,12,50,train
77.jpg,565,rgb,12,50,train
77.jpg,341,rgb,12,50,train
77.jpg,230,rgb,12,50,train
77.jpg,1095,rgb,12,50,train
96.wav,96,wav,16,50,train
1087.wav,1087,wav,16,50,train
216.wav,216,wav,16,50,train
925.wav,925,wav,16,50,train
77.jpg,1087,thr,16,50,train
77.jpg,96,thr,16,50,train
77.jpg,925,thr,16,50,train
77.jpg,216,thr,16,50,train
77.jpg,1087,rgb,16,50,train
77.jpg,96,rgb,16,50,train
77.jpg,925,rgb,16,50,train
77.jpg,216,rgb,16,50,train
252.wav,252,wav,18,66,train
434.wav,434,wav,18,66,train
601.wav,601,wav,18,66,train
136.wav,136,wav,18,66,train
84.wav,84,wav,18,66,train
1098.wav,1098,wav,18,66,train
526.wav,526,wav,18,66,train
77.jpg,84,thr,18,66,train
77.jpg,434,thr,18,66,train
77.jpg,136,thr,18,66,train
77.jpg,1098,thr,18,66,train
77.jpg,526,thr,18,66,train
77.jpg,601,thr,18,66,train
50.jpg,252,thr,18,66,train
77.jpg,84,rgb,18,66,train
77.jpg,434,rgb,18,66,train
77.jpg,136,rgb,18,66,train
77.jpg,1098,rgb,18,66,train
77.jpg,526,rgb,18,66,train
77.jpg,601,rgb,18,66,train
50.jpg,252,rgb,18,66,train
444.wav,444,wav,24,66,train
915.wav,915,wav,24,66,train
1236.wav,1236,wav,24,66,train
400.wav,400,wav,24,66,train
33.wav,33,wav,24,66,train
77.jpg,1236,thr,24,66,train
77.jpg,915,thr,24,66,train
77.jpg,33,thr,24,66,train
77.jpg,444,thr,24,66,train
77.jpg,400,thr,24,66,train
77.jpg,1236,rgb,24,66,train
77.jpg,915,rgb,24,66,train
77.jpg,33,rgb,24,66,train
77.jpg,444,rgb,24,66,train
77.jpg,400,rgb,24,66,train
154.wav,154,wav,19,66,train
1172.wav,1172,wav,19,66,train
1251.wav,1251,wav,19,66,train
952.wav,952,wav,19,66,train
715.wav,715,wav,19,66,train
77.jpg,1172,thr,19,66,train
77.jpg,715,thr,19,66,train
77.jpg,952,thr,19,66,train
77.jpg,1251,thr,19,66,train
77.jpg,154,thr,19,66,train
77.jpg,1172,rgb,19,66,train
77.jpg,715,rgb,19,66,train
77.jpg,952,rgb,19,66,train
77.jpg,1251,rgb,19,66,train
77.jpg,154,rgb,19,66,train
443.wav,443,wav,21,66,train
35.wav,35,wav,21,66,train
1053.wav,1053,wav,21,66,train
732.wav,732,wav,21,66,train
261.wav,261,wav,21,66,train
77.jpg,35,thr,21,66,train
77.jpg,732,thr,21,66,train
77.jpg,443,thr,21,66,train
77.jpg,261,thr,21,66,train
77.jpg,1053,thr,21,66,train
77.jpg,35,rgb,21,66,train
77.jpg,732,rgb,21,66,train
77.jpg,443,rgb,21,66,train
77.jpg,261,rgb,21,66,train
77.jpg,1053,rgb,21,66,train
1091.wav,1091,wav,23,66,train
822.wav,822,wav,23,66,train
68.wav,68,wav,23,66,train
660.wav,660,wav,23,66,train
383.wav,383,wav,23,66,train
867.wav,867,wav,23,66,train
222.wav,222,wav,23,66,train
716.wav,716,wav,23,66,train
72.jpg,867,thr,23,66,train
77.jpg,383,thr,23,66,train
72.jpg,222,thr,23,66,train
77.jpg,716,thr,23,66,train
77.jpg,68,thr,23,66,train
77.jpg,660,thr,23,66,train
77.jpg,1091,thr,23,66,train
77.jpg,822,thr,23,66,train
72.jpg,867,rgb,23,66,train
77.jpg,383,rgb,23,66,train
72.jpg,222,rgb,23,66,train
77.jpg,716,rgb,23,66,train
77.jpg,68,rgb,23,66,train
77.jpg,660,rgb,23,66,train
77.jpg,1091,rgb,23,66,train
77.jpg,822,rgb,23,66,train
29.wav,29,wav,22,66,train
212.wav,212,wav,22,66,train
110.wav,110,wav,22,66,train
671.wav,671,wav,22,66,train
999.wav,999,wav,22,66,train
337.wav,337,wav,22,66,train
77.jpg,999,thr,22,66,train
77.jpg,337,thr,22,66,train
77.jpg,671,thr,22,66,train
77.jpg,212,thr,22,66,train
77.jpg,29,thr,22,66,train
77.jpg,110,thr,22,66,train
77.jpg,999,rgb,22,66,train
77.jpg,337,rgb,22,66,train
77.jpg,671,rgb,22,66,train
77.jpg,212,rgb,22,66,train
77.jpg,29,rgb,22,66,train
77.jpg,110,rgb,22,66,train
693.wav,693,wav,28,66,train
881.wav,881,wav,28,66,train
1256.wav,1256,wav,28,66,train
682.wav,682,wav,28,66,train
1143.wav,1143,wav,28,66,train
972.wav,972,wav,28,66,train
1031.wav,1031,wav,28,66,train
77.jpg,972,thr,28,66,train
77.jpg,1031,thr,28,66,train
72.jpg,1256,thr,28,66,train
77.jpg,682,thr,28,66,train
72.jpg,1143,thr,28,66,train
50.jpg,693,thr,28,66,train
77.jpg,881,thr,28,66,train
77.jpg,972,rgb,28,66,train
77.jpg,1031,rgb,28,66,train
72.jpg,1256,rgb,28,66,train
77.jpg,682,rgb,28,66,train
72.jpg,1143,rgb,28,66,train
50.jpg,693,rgb,28,66,train
77.jpg,881,rgb,28,66,train
503.wav,503,wav,26,66,train
112.wav,112,wav,26,66,train
906.wav,906,wav,26,66,train
77.jpg,112,thr,26,66,train
77.jpg,503,thr,26,66,train
77.jpg,906,thr,26,66,train
77.jpg,112,rgb,26,66,train
77.jpg,503,rgb,26,66,train
77.jpg,906,rgb,26,66,train
857.wav,857,wav,17,66,train
803.wav,803,wav,17,66,train
1112.wav,1112,wav,17,66,train
499.wav,499,wav,17,66,train
572.wav,572,wav,17,66,train
94.wav,94,wav,17,66,train
77.jpg,1112,thr,17,66,train
77.jpg,499,thr,17,66,train
77.jpg,857,thr,17,66,train
77.jpg,94,thr,17,66,train
77.jpg,803,thr,17,66,train
77.jpg,572,thr,17,66,train
77.jpg,1112,rgb,17,66,train
77.jpg,499,rgb,17,66,train
77.jpg,857,rgb,17,66,train
77.jpg,94,rgb,17,66,train
77.jpg,803,rgb,17,66,train
77.jpg,572,rgb,17,66,train
1262.wav,1262,wav,11,66,train
1117.wav,1117,wav,11,66,train
1171.wav,1171,wav,11,66,train
1160.wav,1160,wav,11,66,train
1128.wav,1128,wav,11,66,train
152.wav,152,wav,11,66,train
77.jpg,1171,thr,11,66,train
77.jpg,1160,thr,11,66,train
77.jpg,1128,thr,11,66,train
77.jpg,152,thr,11,66,train
77.jpg,1117,thr,11,66,train
77.jpg,1262,thr,11,66,train
77.jpg,1171,rgb,11,66,train
77.jpg,1160,rgb,11,66,train
77.jpg,1128,rgb,11,66,train
77.jpg,152,rgb,11,66,train
77.jpg,1117,rgb,11,66,train
77.jpg,1262,rgb,11,66,train
697.wav,697,wav,29,66,train
1145.wav,1145,wav,29,66,train
640.wav,640,wav,29,66,train
652.wav,652,wav,29,66,train
1095.wav,1095,wav,29,66,train
243.wav,243,wav,29,66,train
77.jpg,652,thr,29,66,train
77.jpg,697,thr,29,66,train
77.jpg,1145,thr,29,66,train
77.jpg,640,thr,29,66,train
77.jpg,243,thr,29,66,train
77.jpg,1095,thr,29,66,train
77.jpg,652,rgb,29,66,train
77.jpg,697,rgb,29,66,train
77.jpg,1145,rgb,29,66,train
77.jpg,640,rgb,29,66,train
77.jpg,243,rgb,29,66,train
77.jpg,1095,rgb,29,66,train
625.wav,625,wav,25,66,train
6.wav,6,wav,25,66,train
747.wav,747,wav,25,66,train
214.wav,214,wav,25,66,train
743.wav,743,wav,25,66,train
643.wav,643,wav,25,66,train
77.jpg,743,thr,25,66,train
77.jpg,6,thr,25,66,train
77.jpg,625,thr,25,66,train
77.jpg,747,thr,25,66,train
77.jpg,214,thr,25,66,train
77.jpg,643,thr,25,66,train
77.jpg,743,rgb,25,66,train
77.jpg,6,rgb,25,66,train
77.jpg,625,rgb,25,66,train
77.jpg,747,rgb,25,66,train
77.jpg,214,rgb,25,66,train
77.jpg,643,rgb,25,66,train
1204.wav,1204,wav,15,66,train
840.wav,840,wav,15,66,train
746.wav,746,wav,15,66,train
855.wav,855,wav,15,66,train
77.jpg,746,thr,15,66,train
77.jpg,1204,thr,15,66,train
77.jpg,840,thr,15,66,train
77.jpg,855,thr,15,66,train
77.jpg,746,rgb,15,66,train
77.jpg,1204,rgb,15,66,train
77.jpg,840,rgb,15,66,train
77.jpg,855,rgb,15,66,train
839.wav,839,wav,27,66,train
861.wav,861,wav,27,66,train
186.wav,186,wav,27,66,train
203.wav,203,wav,27,66,train
446.wav,446,wav,27,66,train
529.wav,529,wav,27,66,train
77.jpg,861,thr,27,66,train
77.jpg,839,thr,27,66,train
77.jpg,529,thr,27,66,train
77.jpg,203,thr,27,66,train
77.jpg,186,thr,27,66,train
77.jpg,446,thr,27,66,train
77.jpg,861,rgb,27,66,train
77.jpg,839,rgb,27,66,train
77.jpg,529,rgb,27,66,train
77.jpg,203,rgb,27,66,train
77.jpg,186,rgb,27,66,train
77.jpg,446,rgb,27,66,train
879.wav,879,wav,13,66,train
352.wav,352,wav,13,66,train
1108.wav,1108,wav,13,66,train
77.jpg,879,thr,13,66,train
77.jpg,1108,thr,13,66,train
77.jpg,352,thr,13,66,train
77.jpg,879,rgb,13,66,train
77.jpg,1108,rgb,13,66,train
77.jpg,352,rgb,13,66,train
276.wav,276,wav,14,66,train
371.wav,371,wav,14,66,train
418.wav,418,wav,14,66,train
347.wav,347,wav,14,66,train
1084.wav,1084,wav,14,66,train
77.jpg,418,thr,14,66,train
77.jpg,1084,thr,14,66,train
77.jpg,276,thr,14,66,train
77.jpg,371,thr,14,66,train
77.jpg,347,thr,14,66,train
77.jpg,418,rgb,14,66,train
77.jpg,1084,rgb,14,66,train
77.jpg,276,rgb,14,66,train
77.jpg,371,rgb,14,66,train
77.jpg,347,rgb,14,66,train
96.wav,96,wav,12,66,train
728.wav,728,wav,12,66,train
1146.wav,1146,wav,12,66,train
333.wav,333,wav,12,66,train
410.wav,410,wav,12,66,train
77.jpg,1146,thr,12,66,train
77.jpg,333,thr,12,66,train
77.jpg,96,thr,12,66,train
77.jpg,410,thr,12,66,train
77.jpg,728,thr,12,66,train
77.jpg,1146,rgb,12,66,train
77.jpg,333,rgb,12,66,train
77.jpg,96,rgb,12,66,train
77.jpg,410,rgb,12,66,train
77.jpg,728,rgb,12,66,train
417.wav,417,wav,16,66,train
569.wav,569,wav,16,66,train
514.wav,514,wav,16,66,train
836.wav,836,wav,16,66,train
986.wav,986,wav,16,66,train
676.wav,676,wav,16,66,train
1245.wav,1245,wav,16,66,train
50.jpg,417,thr,16,66,train
77.jpg,569,thr,16,66,train
77.jpg,514,thr,16,66,train
77.jpg,836,thr,16,66,train
77.jpg,676,thr,16,66,train
77.jpg,1245,thr,16,66,train
77.jpg,986,thr,16,66,train
50.jpg,417,rgb,16,66,train
77.jpg,569,rgb,16,66,train
77.jpg,514,rgb,16,66,train
77.jpg,836,rgb,16,66,train
77.jpg,676,rgb,16,66,train
77.jpg,1245,rgb,16,66,train
77.jpg,986,rgb,16,66,train
1257.wav,1257,wav,18,85,train
246.wav,246,wav,18,85,train
542.wav,542,wav,18,85,train
77.jpg,542,thr,18,85,train
77.jpg,246,thr,18,85,train
77.jpg,1257,thr,18,85,train
77.jpg,542,rgb,18,85,train
77.jpg,246,rgb,18,85,train
77.jpg,1257,rgb,18,85,train
1238.wav,1238,wav,24,85,train
822.wav,822,wav,24,85,train
894.wav,894,wav,24,85,train
163.wav,163,wav,24,85,train
41.wav,41,wav,24,85,train
77.jpg,894,thr,24,85,train
77.jpg,41,thr,24,85,train
77.jpg,163,thr,24,85,train
77.jpg,1238,thr,24,85,train
77.jpg,822,thr,24,85,train
77.jpg,894,rgb,24,85,train
77.jpg,41,rgb,24,85,train
77.jpg,163,rgb,24,85,train
77.jpg,1238,rgb,24,85,train
77.jpg,822,rgb,24,85,train
393.wav,393,wav,19,85,train
641.wav,641,wav,19,85,train
853.wav,853,wav,19,85,train
583.wav,583,wav,19,85,train
586.wav,586,wav,19,85,train
694.wav,694,wav,19,85,train
77.jpg,853,thr,19,85,train
77.jpg,393,thr,19,85,train
77.jpg,586,thr,19,85,train
77.jpg,694,thr,19,85,train
77.jpg,583,thr,19,85,train
77.jpg,641,thr,19,85,train
77.jpg,853,rgb,19,85,train
77.jpg,393,rgb,19,85,train
77.jpg,586,rgb,19,85,train
77.jpg,694,rgb,19,85,train
77.jpg,583,rgb,19,85,train
77.jpg,641,rgb,19,85,train
1106.wav,1106,wav,21,85,train
1122.wav,1122,wav,21,85,train
1075.wav,1075,wav,21,85,train
385.wav,385,wav,21,85,train
223.wav,223,wav,21,85,train
1249.wav,1249,wav,21,85,train
77.jpg,1122,thr,21,85,train
77.jpg,1075,thr,21,85,train
77.jpg,1249,thr,21,85,train
77.jpg,385,thr,21,85,train
77.jpg,1106,thr,21,85,train
77.jpg,223,thr,21,85,train
77.jpg,1122,rgb,21,85,train
77.jpg,1075,rgb,21,85,train
77.jpg,1249,rgb,21,85,train
77.jpg,385,rgb,21,85,train
77.jpg,1106,rgb,21,85,train
77.jpg,223,rgb,21,85,train
910.wav,910,wav,23,85,train
231.wav,231,wav,23,85,train
696.wav,696,wav,23,85,train
972.wav,972,wav,23,85,train
1130.wav,1130,wav,23,85,train
576.wav,576,wav,23,85,train
77.jpg,696,thr,23,85,train
77.jpg,910,thr,23,85,train
77.jpg,231,thr,23,85,train
77.jpg,1130,thr,23,85,train
77.jpg,972,thr,23,85,train
77.jpg,576,thr,23,85,train
77.jpg,696,rgb,23,85,train
77.jpg,910,rgb,23,85,train
77.jpg,231,rgb,23,85,train
77.jpg,1130,rgb,23,85,train
77.jpg,972,rgb,23,85,train
77.jpg,576,rgb,23,85,train
788.wav,788,wav,22,85,train
1016.wav,1016,wav,22,85,train
538.wav,538,wav,22,85,train
248.wav,248,wav,22,85,train
898.wav,898,wav,22,85,train
77.jpg,248,thr,22,85,train
77.jpg,788,thr,22,85,train
77.jpg,898,thr,22,85,train
77.jpg,538,thr,22,85,train
77.jpg,1016,thr,22,85,train
77.jpg,248,rgb,22,85,train
77.jpg,788,rgb,22,85,train
77.jpg,898,rgb,22,85,train
77.jpg,538,rgb,22,85,train
77.jpg,1016,rgb,22,85,train
749.wav,749,wav,28,85,train
80.wav,80,wav,28,85,train
170.wav,170,wav,28,85,train
255.wav,255,wav,28,85,train
864.wav,864,wav,28,85,train
33.wav,33,wav,28,85,train
77.jpg,255,thr,28,85,train
77.jpg,864,thr,28,85,train
70.jpg,170,thr,28,85,train
77.jpg,80,thr,28,85,train
77.jpg,33,thr,28,85,train
77.jpg,749,thr,28,85,train
77.jpg,255,rgb,28,85,train
77.jpg,864,rgb,28,85,train
70.jpg,170,rgb,28,85,train
77.jpg,80,rgb,28,85,train
77.jpg,33,rgb,28,85,train
77.jpg,749,rgb,28,85,train
962.wav,962,wav,26,85,train
728.wav,728,wav,26,85,train
1100.wav,1100,wav,26,85,train
882.wav,882,wav,26,85,train
1222.wav,1222,wav,26,85,train
907.wav,907,wav,26,85,train
77.jpg,907,thr,26,85,train
77.jpg,962,thr,26,85,train
77.jpg,1222,thr,26,85,train
77.jpg,882,thr,26,85,train
77.jpg,1100,thr,26,85,train
77.jpg,728,thr,26,85,train
77.jpg,907,rgb,26,85,train
77.jpg,962,rgb,26,85,train
77.jpg,1222,rgb,26,85,train
77.jpg,882,rgb,26,85,train
77.jpg,1100,rgb,26,85,train
77.jpg,728,rgb,26,85,train
89.wav,89,wav,17,85,train
661.wav,661,wav,17,85,train
658.wav,658,wav,17,85,train
940.wav,940,wav,17,85,train
917.wav,917,wav,17,85,train
768.wav,768,wav,17,85,train
67.wav,67,wav,17,85,train
77.jpg,940,thr,17,85,train
77.jpg,89,thr,17,85,train
77.jpg,917,thr,17,85,train
77.jpg,67,thr,17,85,train
77.jpg,768,thr,17,85,train
77.jpg,658,thr,17,85,train
77.jpg,661,thr,17,85,train
77.jpg,940,rgb,17,85,train
77.jpg,89,rgb,17,85,train
77.jpg,917,rgb,17,85,train
77.jpg,67,rgb,17,85,train
77.jpg,768,rgb,17,85,train
77.jpg,658,rgb,17,85,train
77.jpg,661,rgb,17,85,train
1097.wav,1097,wav,11,85,train
1181.wav,1181,wav,11,85,train
1152.wav,1152,wav,11,85,train
1056.wav,1056,wav,11,85,train
1165.wav,1165,wav,11,85,train
77.jpg,1097,thr,11,85,train
77.jpg,1056,thr,11,85,train
77.jpg,1152,thr,11,85,train
77.jpg,1181,thr,11,85,train
77.jpg,1165,thr,11,85,train
77.jpg,1097,rgb,11,85,train
77.jpg,1056,rgb,11,85,train
77.jpg,1152,rgb,11,85,train
77.jpg,1181,rgb,11,85,train
77.jpg,1165,rgb,11,85,train
378.wav,378,wav,29,85,train
91.wav,91,wav,29,85,train
164.wav,164,wav,29,85,train
398.wav,398,wav,29,85,train
509.wav,509,wav,29,85,train
380.wav,380,wav,29,85,train
77.jpg,378,thr,29,85,train
77.jpg,509,thr,29,85,train
77.jpg,398,thr,29,85,train
77.jpg,91,thr,29,85,train
77.jpg,380,thr,29,85,train
77.jpg,164,thr,29,85,train
77.jpg,378,rgb,29,85,train
77.jpg,509,rgb,29,85,train
77.jpg,398,rgb,29,85,train
77.jpg,91,rgb,29,85,train
77.jpg,380,rgb,29,85,train
77.jpg,164,rgb,29,85,train
1069.wav,1069,wav,25,85,train
156.wav,156,wav,25,85,train
331.wav,331,wav,25,85,train
936.wav,936,wav,25,85,train
548.wav,548,wav,25,85,train
77.jpg,1069,thr,25,85,train
77.jpg,936,thr,25,85,train
77.jpg,331,thr,25,85,train
77.jpg,156,thr,25,85,train
77.jpg,548,thr,25,85,train
77.jpg,1069,rgb,25,85,train
77.jpg,936,rgb,25,85,train
77.jpg,331,rgb,25,85,train
77.jpg,156,rgb,25,85,train
77.jpg,548,rgb,25,85,train
293.wav,293,wav,15,85,train
1077.wav,1077,wav,15,85,train
23.wav,23,wav,15,85,train
69.wav,69,wav,15,85,train
1093.wav,1093,wav,15,85,train
1061.wav,1061,wav,15,85,train
1110.wav,1110,wav,15,85,train
77.jpg,1077,thr,15,85,train
77.jpg,69,thr,15,85,train
77.jpg,293,thr,15,85,train
77.jpg,1093,thr,15,85,train
77.jpg,23,thr,15,85,train
72.jpg,1110,thr,15,85,train
77.jpg,1061,thr,15,85,train
77.jpg,1077,rgb,15,85,train
77.jpg,69,rgb,15,85,train
77.jpg,293,rgb,15,85,train
77.jpg,1093,rgb,15,85,train
77.jpg,23,rgb,15,85,train
72.jpg,1110,rgb,15,85,train
77.jpg,1061,rgb,15,85,train
1005.wav,1005,wav,27,85,train
369.wav,369,wav,27,85,train
558.wav,558,wav,27,85,train
796.wav,796,wav,27,85,train
949.wav,949,wav,27,85,train
77.jpg,796,thr,27,85,train
77.jpg,369,thr,27,85,train
77.jpg,558,thr,27,85,train
77.jpg,1005,thr,27,85,train
77.jpg,949,thr,27,85,train
77.jpg,796,rgb,27,85,train
77.jpg,369,rgb,27,85,train
77.jpg,558,rgb,27,85,train
77.jpg,1005,rgb,27,85,train
77.jpg,949,rgb,27,85,train
541.wav,541,wav,13,85,train
593.wav,593,wav,13,85,train
1237.wav,1237,wav,13,85,train
375.wav,375,wav,13,85,train
1.wav,1,wav,13,85,train
400.wav,400,wav,13,85,train
77.jpg,375,thr,13,85,train
77.jpg,541,thr,13,85,train
77.jpg,1237,thr,13,85,train
77.jpg,1,thr,13,85,train
77.jpg,593,thr,13,85,train
77.jpg,400,thr,13,85,train
77.jpg,375,rgb,13,85,train
77.jpg,541,rgb,13,85,train
77.jpg,1237,rgb,13,85,train
77.jpg,1,rgb,13,85,train
77.jpg,593,rgb,13,85,train
77.jpg,400,rgb,13,85,train
30.wav,30,wav,14,85,train
1146.wav,1146,wav,14,85,train
1127.wav,1127,wav,14,85,train
932.wav,932,wav,14,85,train
1209.wav,1209,wav,14,85,train
1012.wav,1012,wav,14,85,train
986.wav,986,wav,14,85,train
77.jpg,1012,thr,14,85,train
77.jpg,1127,thr,14,85,train
77.jpg,1146,thr,14,85,train
77.jpg,1209,thr,14,85,train
77.jpg,932,thr,14,85,train
77.jpg,30,thr,14,85,train
77.jpg,986,thr,14,85,train
77.jpg,1012,rgb,14,85,train
77.jpg,1127,rgb,14,85,train
77.jpg,1146,rgb,14,85,train
77.jpg,1209,rgb,14,85,train
77.jpg,932,rgb,14,85,train
77.jpg,30,rgb,14,85,train
77.jpg,986,rgb,14,85,train
1078.wav,1078,wav,12,85,train
28.wav,28,wav,12,85,train
458.wav,458,wav,12,85,train
570.wav,570,wav,12,85,train
753.wav,753,wav,12,85,train
11.wav,11,wav,12,85,train
711.wav,711,wav,12,85,train
77.jpg,570,thr,12,85,train
77.jpg,1078,thr,12,85,train
72.jpg,28,thr,12,85,train
77.jpg,11,thr,12,85,train
77.jpg,458,thr,12,85,train
77.jpg,711,thr,12,85,train
77.jpg,753,thr,12,85,train
77.jpg,570,rgb,12,85,train
77.jpg,1078,rgb,12,85,train
72.jpg,28,rgb,12,85,train
77.jpg,11,rgb,12,85,train
77.jpg,458,rgb,12,85,train
77.jpg,711,rgb,12,85,train
77.jpg,753,rgb,12,85,train
1039.wav,1039,wav,16,85,train
278.wav,278,wav,16,85,train
1224.wav,1224,wav,16,85,train
642.wav,642,wav,16,85,train
347.wav,347,wav,16,85,train
1054.wav,1054,wav,16,85,train
77.jpg,278,thr,16,85,train
77.jpg,642,thr,16,85,train
77.jpg,1039,thr,16,85,train
77.jpg,1054,thr,16,85,train
77.jpg,1224,thr,16,85,train
77.jpg,347,thr,16,85,train
77.jpg,278,rgb,16,85,train
77.jpg,642,rgb,16,85,train
77.jpg,1039,rgb,16,85,train
77.jpg,1054,rgb,16,85,train
77.jpg,1224,rgb,16,85,train
77.jpg,347,rgb,16,85,train
106.wav,106,wav,18,59,train
339.wav,339,wav,18,59,train
1192.wav,1192,wav,18,59,train
795.wav,795,wav,18,59,train
965.wav,965,wav,18,59,train
77.jpg,965,thr,18,59,train
72.jpg,795,thr,18,59,train
77.jpg,339,thr,18,59,train
77.jpg,1192,thr,18,59,train
77.jpg,106,thr,18,59,train
77.jpg,965,rgb,18,59,train
72.jpg,795,rgb,18,59,train
77.jpg,339,rgb,18,59,train
77.jpg,1192,rgb,18,59,train
77.jpg,106,rgb,18,59,train
125.wav,125,wav,24,59,train
997.wav,997,wav,24,59,train
645.wav,645,wav,24,59,train
1094.wav,1094,wav,24,59,train
287.wav,287,wav,24,59,train
77.jpg,287,thr,24,59,train
77.jpg,997,thr,24,59,train
77.jpg,125,thr,24,59,train
77.jpg,645,thr,24,59,train
77.jpg,1094,thr,24,59,train
77.jpg,287,rgb,24,59,train
77.jpg,997,rgb,24,59,train
77.jpg,125,rgb,24,59,train
77.jpg,645,rgb,24,59,train
77.jpg,1094,rgb,24,59,train
328.wav,328,wav,19,59,train
14.wav,14,wav,19,59,train
34.wav,34,wav,19,59,train
301.wav,301,wav,19,59,train
77.jpg,301,thr,19,59,train
77.jpg,34,thr,19,59,train
77.jpg,14,thr,19,59,train
77.jpg,328,thr,19,59,train
77.jpg,301,rgb,19,59,train
77.jpg,34,rgb,19,59,train
77.jpg,14,rgb,19,59,train
77.jpg,328,rgb,19,59,train
189.wav,189,wav,21,59,train
923.wav,923,wav,21,59,train
987.wav,987,wav,21,59,train
575.wav,575,wav,21,59,train
958.wav,958,wav,21,59,train
77.jpg,575,thr,21,59,train
77.jpg,923,thr,21,59,train
77.jpg,987,thr,21,59,train
77.jpg,958,thr,21,59,train
77.jpg,189,thr,21,59,train
77.jpg,575,rgb,21,59,train
77.jpg,923,rgb,21,59,train
77.jpg,987,rgb,21,59,train
77.jpg,958,rgb,21,59,train
77.jpg,189,rgb,21,59,train
346.wav,346,wav,23,59,train
1269.wav,1269,wav,23,59,train
224.wav,224,wav,23,59,train
509.wav,509,wav,23,59,train
970.wav,970,wav,23,59,train
77.jpg,224,thr,23,59,train
77.jpg,970,thr,23,59,train
72.jpg,509,thr,23,59,train
77.jpg,346,thr,23,59,train
77.jpg,1269,thr,23,59,train
77.jpg,224,rgb,23,59,train
77.jpg,970,rgb,23,59,train
72.jpg,509,rgb,23,59,train
77.jpg,346,rgb,23,59,train
77.jpg,1269,rgb,23,59,train
524.wav,524,wav,22,59,train
1279.wav,1279,wav,22,59,train
88.wav,88,wav,22,59,train
858.wav,858,wav,22,59,train
597.wav,597,wav,22,59,train
77.jpg,524,thr,22,59,train
77.jpg,597,thr,22,59,train
77.jpg,1279,thr,22,59,train
77.jpg,88,thr,22,59,train
72.jpg,858,thr,22,59,train
77.jpg,524,rgb,22,59,train
77.jpg,597,rgb,22,59,train
77.jpg,1279,rgb,22,59,train
77.jpg,88,rgb,22,59,train
72.jpg,858,rgb,22,59,train
60.wav,60,wav,28,59,train
507.wav,507,wav,28,59,train
896.wav,896,wav,28,59,train
77.jpg,896,thr,28,59,train
77.jpg,507,thr,28,59,train
77.jpg,60,thr,28,59,train
77.jpg,896,rgb,28,59,train
77.jpg,507,rgb,28,59,train
77.jpg,60,rgb,28,59,train
1291.wav,1291,wav,26,59,train
173.wav,173,wav,26,59,train
911.wav,911,wav,26,59,train
1261.wav,1261,wav,26,59,train
191.wav,191,wav,26,59,train
435.wav,435,wav,26,59,train
50.jpg,173,thr,26,59,train
77.jpg,191,thr,26,59,train
77.jpg,911,thr,26,59,train
77.jpg,1261,thr,26,59,train
77.jpg,1291,thr,26,59,train
72.jpg,435,thr,26,59,train
50.jpg,173,rgb,26,59,train
77.jpg,191,rgb,26,59,train
77.jpg,911,rgb,26,59,train
77.jpg,1261,rgb,26,59,train
77.jpg,1291,rgb,26,59,train
72.jpg,435,rgb,26,59,train
1034.wav,1034,wav,17,59,train
420.wav,420,wav,17,59,train
102.wav,102,wav,17,59,train
651.wav,651,wav,17,59,train
798.wav,798,wav,17,59,train
77.jpg,102,thr,17,59,train
77.jpg,420,thr,17,59,train
77.jpg,1034,thr,17,59,train
77.jpg,651,thr,17,59,train
77.jpg,798,thr,17,59,train
77.jpg,102,rgb,17,59,train
77.jpg,420,rgb,17,59,train
77.jpg,1034,rgb,17,59,train
77.jpg,651,rgb,17,59,train
77.jpg,798,rgb,17,59,train
6.wav,6,wav,11,59,train
53.wav,53,wav,11,59,train
871.wav,871,wav,11,59,train
620.wav,620,wav,11,59,train
365.wav,365,wav,11,59,train
77.jpg,6,thr,11,59,train
77.jpg,53,thr,11,59,train
77.jpg,620,thr,11,59,train
77.jpg,871,thr,11,59,train
77.jpg,365,thr,11,59,train
77.jpg,6,rgb,11,59,train
77.jpg,53,rgb,11,59,train
77.jpg,620,rgb,11,59,train
77.jpg,871,rgb,11,59,train
77.jpg,365,rgb,11,59,train
49.wav,49,wav,29,59,train
853.wav,853,wav,29,59,train
1243.wav,1243,wav,29,59,train
944.wav,944,wav,29,59,train
319.wav,319,wav,29,59,train
77.jpg,853,thr,29,59,train
77.jpg,319,thr,29,59,train
