,utterance,session_id,person_id,new_ids,rgb,wav,thr
2457,946.0,21,58,58,77.jpg,946.wav,77.jpg
2458,965.0,21,58,58,77.jpg,965.wav,77.jpg
2459,380.0,21,58,58,77.jpg,380.wav,77.jpg
2460,950.0,21,58,58,77.jpg,950.wav,77.jpg
2461,482.0,23,58,58,77.jpg,482.wav,77.jpg
2462,462.0,23,58,58,77.jpg,462.wav,77.jpg
2463,1276.0,23,58,58,77.jpg,1276.wav,77.jpg
2464,376.0,23,58,58,77.jpg,376.wav,77.jpg
2465,602.0,23,58,58,77.jpg,602.wav,77.jpg
2466,998.0,22,58,58,77.jpg,998.wav,77.jpg
2467,673.0,22,58,58,77.jpg,673.wav,77.jpg
2468,1237.0,22,58,58,77.jpg,1237.wav,77.jpg
2469,1185.0,22,58,58,77.jpg,1185.wav,77.jpg
2470,910.0,28,58,58,77.jpg,910.wav,77.jpg
2471,1214.0,28,58,58,77.jpg,1214.wav,77.jpg
2472,610.0,28,58,58,77.jpg,610.wav,77.jpg
2473,328.0,28,58,58,77.jpg,328.wav,77.jpg
2474,215.0,28,58,58,70.jpg,215.wav,70.jpg
2475,202.0,28,58,58,77.jpg,202.wav,77.jpg
2476,1270.0,28,58,58,77.jpg,1270.wav,77.jpg
2477,834.0,26,58,58,77.jpg,834.wav,77.jpg
2478,916.0,26,58,58,77.jpg,916.wav,77.jpg
2479,267.0,26,58,58,77.jpg,267.wav,77.jpg
2480,1283.0,26,58,58,77.jpg,1283.wav,77.jpg
2481,1188.0,26,58,58,77.jpg,1188.wav,77.jpg
2482,103.0,17,58,58,77.jpg,103.wav,77.jpg
2483,1097.0,17,58,58,77.jpg,1097.wav,77.jpg
2484,764.0,17,58,58,77.jpg,764.wav,77.jpg
2485,660.0,17,58,58,77.jpg,660.wav,77.jpg
2486,1146.0,17,58,58,77.jpg,1146.wav,77.jpg
2487,557.0,11,58,58,77.jpg,557.wav,77.jpg
2488,1161.0,11,58,58,77.jpg,1161.wav,77.jpg
2489,612.0,11,58,58,77.jpg,612.wav,77.jpg
2490,657.0,29,58,58,77.jpg,657.wav,77.jpg
2491,227.0,29,58,58,77.jpg,227.wav,77.jpg
2492,157.0,29,58,58,77.jpg,157.wav,77.jpg
2493,15.0,29,58,58,77.jpg,15.wav,77.jpg
2494,52.0,29,58,58,77.jpg,52.wav,77.jpg
2495,566.0,29,58,58,50.jpg,566.wav,50.jpg
2496,701.0,25,58,58,77.jpg,701.wav,77.jpg
2497,826.0,25,58,58,77.jpg,826.wav,77.jpg
2498,1014.0,25,58,58,77.jpg,1014.wav,77.jpg
2499,753.0,25,58,58,77.jpg,753.wav,77.jpg
2500,1096.0,25,58,58,50.jpg,1096.wav,50.jpg
2501,735.0,25,58,58,77.jpg,735.wav,77.jpg
2502,1282.0,15,58,58,77.jpg,1282.wav,77.jpg
2503,835.0,15,58,58,77.jpg,835.wav,77.jpg
2504,1168.0,15,58,58,77.jpg,1168.wav,77.jpg
2505,1179.0,15,58,58,77.jpg,1179.wav,77.jpg
2506,250.0,27,58,58,77.jpg,250.wav,77.jpg
2507,868.0,27,58,58,77.jpg,868.wav,77.jpg
2508,349.0,27,58,58,77.jpg,349.wav,77.jpg
2509,999.0,27,58,58,77.jpg,999.wav,77.jpg
2510,1002.0,27,58,58,77.jpg,1002.wav,77.jpg
2511,851.0,13,58,58,77.jpg,851.wav,77.jpg
2512,650.0,13,58,58,77.jpg,650.wav,77.jpg
2513,218.0,13,58,58,77.jpg,218.wav,77.jpg
2514,3.0,13,58,58,77.jpg,3.wav,77.jpg
2515,211.0,13,58,58,77.jpg,211.wav,77.jpg
2516,1041.0,13,58,58,77.jpg,1041.wav,77.jpg
2517,894.0,14,58,58,77.jpg,894.wav,77.jpg
2518,978.0,14,58,58,77.jpg,978.wav,77.jpg
2519,1027.0,14,58,58,77.jpg,1027.wav,77.jpg
2520,351.0,14,58,58,77.jpg,351.wav,77.jpg
2521,1208.0,14,58,58,77.jpg,1208.wav,77.jpg
2522,1082.0,12,58,58,77.jpg,1082.wav,77.jpg
2523,1230.0,12,58,58,77.jpg,1230.wav,77.jpg
2524,274.0,12,58,58,77.jpg,274.wav,77.jpg
2525,228.0,12,58,58,77.jpg,228.wav,77.jpg
2526,1093.0,12,58,58,72.jpg,1093.wav,72.jpg
2527,1184.0,16,58,58,77.jpg,1184.wav,77.jpg
2528,293.0,16,58,58,77.jpg,293.wav,77.jpg
2529,1246.0,16,58,58,77.jpg,1246.wav,77.jpg
2530,381.0,16,58,58,77.jpg,381.wav,77.jpg
2531,271.0,16,58,58,77.jpg,271.wav,77.jpg
2532,1297.0,18,17,17,77.jpg,1297.wav,77.jpg
2533,1157.0,18,17,17,77.jpg,1157.wav,77.jpg
2534,550.0,18,17,17,77.jpg,550.wav,77.jpg
2535,187.0,18,17,17,77.jpg,187.wav,77.jpg
2536,963.0,18,17,17,77.jpg,963.wav,77.jpg
2537,907.0,18,17,17,70.jpg,907.wav,70.jpg
2538,115.0,24,17,17,77.jpg,115.wav,77.jpg
2539,335.0,24,17,17,77.jpg,335.wav,77.jpg
2540,429.0,24,17,17,77.jpg,429.wav,77.jpg
2541,731.0,19,17,17,77.jpg,731.wav,77.jpg
2542,590.0,19,17,17,77.jpg,590.wav,77.jpg
2543,745.0,19,17,17,77.jpg,745.wav,77.jpg
2544,334.0,19,17,17,72.jpg,334.wav,72.jpg
2545,230.0,21,17,17,77.jpg,230.wav,77.jpg
2546,805.0,21,17,17,72.jpg,805.wav,72.jpg
2547,1277.0,21,17,17,77.jpg,1277.wav,77.jpg
2548,78.0,21,17,17,70.jpg,78.wav,70.jpg
2549,912.0,21,17,17,77.jpg,912.wav,77.jpg
2550,215.0,21,17,17,50.jpg,215.wav,50.jpg
2551,755.0,21,17,17,50.jpg,755.wav,50.jpg
2552,1089.0,23,17,17,77.jpg,1089.wav,77.jpg
2553,124.0,23,17,17,77.jpg,124.wav,77.jpg
2554,1163.0,23,17,17,77.jpg,1163.wav,77.jpg
2555,1283.0,23,17,17,77.jpg,1283.wav,77.jpg
2556,584.0,23,17,17,77.jpg,584.wav,77.jpg
2557,1107.0,22,17,17,50.jpg,1107.wav,50.jpg
2558,263.0,22,17,17,77.jpg,263.wav,77.jpg
2559,977.0,22,17,17,77.jpg,977.wav,77.jpg
2560,583.0,22,17,17,77.jpg,583.wav,77.jpg
2561,663.0,22,17,17,50.jpg,663.wav,50.jpg
2562,769.0,28,17,17,77.jpg,769.wav,77.jpg
2563,259.0,28,17,17,77.jpg,259.wav,77.jpg
2564,947.0,28,17,17,77.jpg,947.wav,77.jpg
2565,288.0,28,17,17,77.jpg,288.wav,77.jpg
2566,767.0,26,17,17,77.jpg,767.wav,77.jpg
2567,1226.0,26,17,17,77.jpg,1226.wav,77.jpg
2568,1081.0,26,17,17,77.jpg,1081.wav,77.jpg
2569,1234.0,26,17,17,77.jpg,1234.wav,77.jpg
2570,1170.0,26,17,17,77.jpg,1170.wav,77.jpg
2571,1129.0,26,17,17,72.jpg,1129.wav,72.jpg
2572,407.0,17,17,17,77.jpg,407.wav,77.jpg
2573,989.0,17,17,17,77.jpg,989.wav,77.jpg
2574,1251.0,17,17,17,77.jpg,1251.wav,77.jpg
2575,777.0,17,17,17,77.jpg,777.wav,77.jpg
2576,1159.0,17,17,17,72.jpg,1159.wav,72.jpg
2577,8.0,11,17,17,77.jpg,8.wav,77.jpg
2578,1173.0,11,17,17,77.jpg,1173.wav,77.jpg
2579,872.0,11,17,17,77.jpg,872.wav,77.jpg
2580,655.0,11,17,17,77.jpg,655.wav,77.jpg
2581,1026.0,29,17,17,77.jpg,1026.wav,77.jpg
2582,236.0,29,17,17,77.jpg,236.wav,77.jpg
2583,630.0,29,17,17,77.jpg,630.wav,77.jpg
2584,1025.0,29,17,17,50.jpg,1025.wav,50.jpg
2585,67.0,29,17,17,77.jpg,67.wav,77.jpg
2586,4.0,29,17,17,77.jpg,4.wav,77.jpg
2587,1246.0,25,17,17,77.jpg,1246.wav,77.jpg
2588,916.0,25,17,17,77.jpg,916.wav,77.jpg
2589,483.0,25,17,17,77.jpg,483.wav,77.jpg
2590,1235.0,25,17,17,77.jpg,1235.wav,77.jpg
2591,1065.0,15,17,17,77.jpg,1065.wav,77.jpg
2592,129.0,15,17,17,77.jpg,129.wav,77.jpg
2593,114.0,15,17,17,50.jpg,114.wav,50.jpg
2594,1080.0,15,17,17,77.jpg,1080.wav,77.jpg
2595,629.0,15,17,17,77.jpg,629.wav,77.jpg
2596,602.0,15,17,17,72.jpg,602.wav,72.jpg
2597,710.0,27,17,17,77.jpg,710.wav,77.jpg
2598,134.0,27,17,17,77.jpg,134.wav,77.jpg
2599,103.0,13,17,17,77.jpg,103.wav,77.jpg
2600,1091.0,13,17,17,72.jpg,1091.wav,72.jpg
2601,1028.0,13,17,17,77.jpg,1028.wav,77.jpg
2602,543.0,13,17,17,77.jpg,543.wav,77.jpg
2603,349.0,13,17,17,77.jpg,349.wav,77.jpg
2604,382.0,13,17,17,77.jpg,382.wav,77.jpg
2605,621.0,14,17,17,77.jpg,621.wav,77.jpg
2606,227.0,14,17,17,77.jpg,227.wav,77.jpg
2607,10.0,14,17,17,77.jpg,10.wav,77.jpg
2608,1201.0,14,17,17,77.jpg,1201.wav,77.jpg
2609,499.0,14,17,17,77.jpg,499.wav,77.jpg
2610,154.0,12,17,17,77.jpg,154.wav,77.jpg
2611,948.0,12,17,17,77.jpg,948.wav,77.jpg
2612,142.0,12,17,17,77.jpg,142.wav,77.jpg
2613,1256.0,12,17,17,50.jpg,1256.wav,50.jpg
2614,1001.0,12,17,17,77.jpg,1001.wav,77.jpg
2615,90.0,12,17,17,77.jpg,90.wav,77.jpg
2616,1275.0,12,17,17,77.jpg,1275.wav,77.jpg
2617,1085.0,16,17,17,77.jpg,1085.wav,77.jpg
2618,750.0,16,17,17,77.jpg,750.wav,77.jpg
2619,1255.0,16,17,17,77.jpg,1255.wav,77.jpg
2620,785.0,16,17,17,77.jpg,785.wav,77.jpg
2621,1038.0,18,55,55,77.jpg,1038.wav,77.jpg
2622,317.0,18,55,55,77.jpg,317.wav,77.jpg
2623,1266.0,18,55,55,77.jpg,1266.wav,77.jpg
2624,209.0,24,55,55,77.jpg,209.wav,77.jpg
2625,207.0,24,55,55,77.jpg,207.wav,77.jpg
2626,614.0,24,55,55,77.jpg,614.wav,77.jpg
2627,1157.0,24,55,55,77.jpg,1157.wav,77.jpg
2628,960.0,24,55,55,77.jpg,960.wav,77.jpg
2629,520.0,24,55,55,77.jpg,520.wav,77.jpg
2630,117.0,19,55,55,77.jpg,117.wav,77.jpg
2631,281.0,19,55,55,77.jpg,281.wav,77.jpg
2632,690.0,19,55,55,77.jpg,690.wav,77.jpg
2633,234.0,19,55,55,77.jpg,234.wav,77.jpg
2634,613.0,19,55,55,77.jpg,613.wav,77.jpg
2635,1105.0,19,55,55,77.jpg,1105.wav,77.jpg
2636,30.0,21,55,55,77.jpg,30.wav,77.jpg
2637,869.0,21,55,55,77.jpg,869.wav,77.jpg
2638,1209.0,21,55,55,77.jpg,1209.wav,77.jpg
2639,1072.0,21,55,55,50.jpg,1072.wav,50.jpg
2640,656.0,21,55,55,77.jpg,656.wav,77.jpg
2641,669.0,21,55,55,77.jpg,669.wav,77.jpg
2642,703.0,23,55,55,77.jpg,703.wav,77.jpg
2643,886.0,23,55,55,77.jpg,886.wav,77.jpg
2644,39.0,23,55,55,77.jpg,39.wav,77.jpg
2645,966.0,23,55,55,77.jpg,966.wav,77.jpg
2646,860.0,23,55,55,77.jpg,860.wav,77.jpg
2647,343.0,22,55,55,77.jpg,343.wav,77.jpg
2648,120.0,22,55,55,77.jpg,120.wav,77.jpg
2649,585.0,22,55,55,77.jpg,585.wav,77.jpg
2650,1095.0,22,55,55,77.jpg,1095.wav,77.jpg
2651,592.0,28,55,55,70.jpg,592.wav,70.jpg
2652,480.0,28,55,55,77.jpg,480.wav,77.jpg
2653,627.0,28,55,55,77.jpg,627.wav,77.jpg
2654,383.0,28,55,55,77.jpg,383.wav,77.jpg
2655,432.0,28,55,55,77.jpg,432.wav,77.jpg
2656,36.0,28,55,55,50.jpg,36.wav,50.jpg
2657,283.0,28,55,55,77.jpg,283.wav,77.jpg
2658,421.0,28,55,55,77.jpg,421.wav,77.jpg
2659,1252.0,26,55,55,77.jpg,1252.wav,77.jpg
2660,422.0,26,55,55,77.jpg,422.wav,77.jpg
2661,1172.0,26,55,55,77.jpg,1172.wav,77.jpg
2662,89.0,26,55,55,77.jpg,89.wav,77.jpg
2663,477.0,26,55,55,77.jpg,477.wav,77.jpg
2664,1277.0,17,55,55,77.jpg,1277.wav,77.jpg
2665,1220.0,17,55,55,77.jpg,1220.wav,77.jpg
2666,1009.0,17,55,55,77.jpg,1009.wav,77.jpg
2667,446.0,17,55,55,77.jpg,446.wav,77.jpg
2668,943.0,11,55,55,77.jpg,943.wav,77.jpg
2669,86.0,11,55,55,77.jpg,86.wav,77.jpg
2670,862.0,11,55,55,77.jpg,862.wav,77.jpg
2671,57.0,11,55,55,77.jpg,57.wav,77.jpg
2672,911.0,29,55,55,77.jpg,911.wav,77.jpg
2673,84.0,29,55,55,77.jpg,84.wav,77.jpg
2674,507.0,29,55,55,77.jpg,507.wav,77.jpg
2675,502.0,29,55,55,77.jpg,502.wav,77.jpg
2676,936.0,29,55,55,77.jpg,936.wav,77.jpg
2677,1135.0,29,55,55,50.jpg,1135.wav,50.jpg
2678,1244.0,25,55,55,77.jpg,1244.wav,77.jpg
2679,1190.0,25,55,55,77.jpg,1190.wav,77.jpg
2680,846.0,25,55,55,77.jpg,846.wav,77.jpg
2681,765.0,25,55,55,77.jpg,765.wav,77.jpg
2682,530.0,25,55,55,77.jpg,530.wav,77.jpg
2683,178.0,25,55,55,77.jpg,178.wav,77.jpg
2684,1223.0,15,55,55,77.jpg,1223.wav,77.jpg
2685,487.0,15,55,55,77.jpg,487.wav,77.jpg
2686,112.0,15,55,55,77.jpg,112.wav,77.jpg
2687,386.0,15,55,55,77.jpg,386.wav,77.jpg
2688,348.0,15,55,55,77.jpg,348.wav,77.jpg
2689,396.0,15,55,55,72.jpg,396.wav,72.jpg
2690,394.0,15,55,55,77.jpg,394.wav,77.jpg
2691,124.0,27,55,55,77.jpg,124.wav,77.jpg
2692,456.0,27,55,55,77.jpg,456.wav,77.jpg
2693,879.0,27,55,55,77.jpg,879.wav,77.jpg
2694,1232.0,27,55,55,77.jpg,1232.wav,77.jpg
2695,275.0,27,55,55,77.jpg,275.wav,77.jpg
2696,16.0,27,55,55,77.jpg,16.wav,77.jpg
2697,236.0,13,55,55,77.jpg,236.wav,77.jpg
2698,883.0,13,55,55,77.jpg,883.wav,77.jpg
2699,732.0,13,55,55,77.jpg,732.wav,77.jpg
2700,204.0,13,55,55,77.jpg,204.wav,77.jpg
2701,559.0,13,55,55,77.jpg,559.wav,77.jpg
2702,567.0,14,55,55,77.jpg,567.wav,77.jpg
2703,395.0,14,55,55,77.jpg,395.wav,77.jpg
2704,474.0,14,55,55,77.jpg,474.wav,77.jpg
2705,976.0,14,55,55,77.jpg,976.wav,77.jpg
2706,1130.0,14,55,55,77.jpg,1130.wav,77.jpg
2707,984.0,14,55,55,77.jpg,984.wav,77.jpg
2708,831.0,12,55,55,77.jpg,831.wav,77.jpg
2709,457.0,12,55,55,77.jpg,457.wav,77.jpg
2710,1221.0,12,55,55,77.jpg,1221.wav,77.jpg
2711,509.0,12,55,55,77.jpg,509.wav,77.jpg
2712,867.0,12,55,55,72.jpg,867.wav,72.jpg
2713,1128.0,12,55,55,77.jpg,1128.wav,77.jpg
2714,1049.0,12,55,55,77.jpg,1049.wav,77.jpg
2715,920.0,16,55,55,77.jpg,920.wav,77.jpg
2716,23.0,16,55,55,77.jpg,23.wav,77.jpg
2717,493.0,16,55,55,77.jpg,493.wav,77.jpg
2718,816.0,18,49,49,77.jpg,816.wav,77.jpg
2719,109.0,18,49,49,77.jpg,109.wav,77.jpg
2720,631.0,18,49,49,77.jpg,631.wav,77.jpg
2721,1286.0,18,49,49,77.jpg,1286.wav,77.jpg
2722,1220.0,24,49,49,77.jpg,1220.wav,77.jpg
2723,661.0,24,49,49,77.jpg,661.wav,77.jpg
2724,866.0,24,49,49,77.jpg,866.wav,77.jpg
2725,845.0,24,49,49,77.jpg,845.wav,77.jpg
2726,303.0,24,49,49,77.jpg,303.wav,77.jpg
2727,72.0,19,49,49,77.jpg,72.wav,77.jpg
2728,384.0,19,49,49,77.jpg,384.wav,77.jpg
2729,745.0,19,49,49,77.jpg,745.wav,77.jpg
2730,603.0,19,49,49,77.jpg,603.wav,77.jpg
2731,83.0,19,49,49,77.jpg,83.wav,77.jpg
2732,593.0,21,49,49,77.jpg,593.wav,77.jpg
2733,724.0,21,49,49,50.jpg,724.wav,50.jpg
2734,74.0,21,49,49,77.jpg,74.wav,77.jpg
2735,246.0,21,49,49,70.jpg,246.wav,70.jpg
2736,785.0,21,49,49,77.jpg,785.wav,77.jpg
2737,1133.0,21,49,49,77.jpg,1133.wav,77.jpg
2738,445.0,21,49,49,50.jpg,445.wav,50.jpg
2739,300.0,21,49,49,77.jpg,300.wav,77.jpg
2740,1279.0,23,49,49,77.jpg,1279.wav,77.jpg
2741,834.0,23,49,49,72.jpg,834.wav,72.jpg
2742,99.0,23,49,49,77.jpg,99.wav,77.jpg
2743,1063.0,23,49,49,77.jpg,1063.wav,77.jpg
2744,939.0,23,49,49,77.jpg,939.wav,77.jpg
2745,941.0,23,49,49,77.jpg,941.wav,77.jpg
2746,133.0,22,49,49,77.jpg,133.wav,77.jpg
2747,544.0,22,49,49,77.jpg,544.wav,77.jpg
2748,25.0,22,49,49,77.jpg,25.wav,77.jpg
2749,1221.0,22,49,49,77.jpg,1221.wav,77.jpg
2750,354.0,22,49,49,77.jpg,354.wav,77.jpg
2751,505.0,22,49,49,77.jpg,505.wav,77.jpg
2752,773.0,28,49,49,77.jpg,773.wav,77.jpg
2753,765.0,28,49,49,77.jpg,765.wav,77.jpg
2754,555.0,28,49,49,77.jpg,555.wav,77.jpg
2755,560.0,28,49,49,77.jpg,560.wav,77.jpg
2756,1023.0,28,49,49,77.jpg,1023.wav,77.jpg
2757,699.0,28,49,49,77.jpg,699.wav,77.jpg
2758,969.0,26,49,49,72.jpg,969.wav,72.jpg
2759,367.0,26,49,49,77.jpg,367.wav,77.jpg
2760,564.0,26,49,49,77.jpg,564.wav,77.jpg
2761,1114.0,26,49,49,77.jpg,1114.wav,77.jpg
2762,668.0,26,49,49,77.jpg,668.wav,77.jpg
2763,336.0,17,49,49,77.jpg,336.wav,77.jpg
2764,503.0,17,49,49,77.jpg,503.wav,77.jpg
2765,1052.0,17,49,49,77.jpg,1052.wav,77.jpg
2766,523.0,17,49,49,77.jpg,523.wav,77.jpg
2767,497.0,11,49,49,77.jpg,497.wav,77.jpg
2768,815.0,11,49,49,77.jpg,815.wav,77.jpg
2769,554.0,11,49,49,77.jpg,554.wav,77.jpg
2770,241.0,11,49,49,77.jpg,241.wav,77.jpg
2771,304.0,11,49,49,77.jpg,304.wav,77.jpg
2772,1038.0,29,49,49,77.jpg,1038.wav,77.jpg
2773,332.0,29,49,49,77.jpg,332.wav,77.jpg
2774,772.0,29,49,49,77.jpg,772.wav,77.jpg
2775,1129.0,29,49,49,77.jpg,1129.wav,77.jpg
2776,249.0,25,49,49,77.jpg,249.wav,77.jpg
2777,1134.0,25,49,49,77.jpg,1134.wav,77.jpg
2778,200.0,25,49,49,77.jpg,200.wav,77.jpg
2779,1073.0,25,49,49,77.jpg,1073.wav,77.jpg
2780,862.0,25,49,49,77.jpg,862.wav,77.jpg
2781,894.0,15,49,49,77.jpg,894.wav,77.jpg
2782,751.0,15,49,49,50.jpg,751.wav,50.jpg
2783,1102.0,15,49,49,77.jpg,1102.wav,77.jpg
2784,778.0,15,49,49,77.jpg,778.wav,77.jpg
2785,243.0,15,49,49,77.jpg,243.wav,77.jpg
2786,353.0,27,49,49,77.jpg,353.wav,77.jpg
2787,0.0,27,49,49,77.jpg,0.wav,77.jpg
2788,865.0,27,49,49,77.jpg,865.wav,77.jpg
2789,956.0,27,49,49,77.jpg,956.wav,77.jpg
2790,373.0,27,49,49,77.jpg,373.wav,77.jpg
2791,388.0,13,49,49,77.jpg,388.wav,77.jpg
2792,279.0,13,49,49,77.jpg,279.wav,77.jpg
2793,656.0,13,49,49,77.jpg,656.wav,77.jpg
2794,796.0,13,49,49,77.jpg,796.wav,77.jpg
2795,118.0,14,49,49,77.jpg,118.wav,77.jpg
2796,1277.0,14,49,49,77.jpg,1277.wav,77.jpg
2797,877.0,14,49,49,77.jpg,877.wav,77.jpg
2798,1042.0,14,49,49,77.jpg,1042.wav,77.jpg
2799,711.0,14,49,49,77.jpg,711.wav,77.jpg
2800,1065.0,12,49,49,77.jpg,1065.wav,77.jpg
2801,1005.0,12,49,49,77.jpg,1005.wav,77.jpg
2802,623.0,12,49,49,77.jpg,623.wav,77.jpg
2803,299.0,12,49,49,77.jpg,299.wav,77.jpg
2804,55.0,12,49,49,77.jpg,55.wav,77.jpg
2805,954.0,16,49,49,77.jpg,954.wav,77.jpg
2806,1157.0,16,49,49,77.jpg,1157.wav,77.jpg
2807,220.0,16,49,49,77.jpg,220.wav,77.jpg
2808,240.0,16,49,49,77.jpg,240.wav,77.jpg
2809,1206.0,16,49,49,77.jpg,1206.wav,77.jpg
2810,1260.0,18,8,8,77.jpg,1260.wav,77.jpg
2811,115.0,18,8,8,77.jpg,115.wav,77.jpg
2812,255.0,18,8,8,77.jpg,255.wav,77.jpg
2813,795.0,18,8,8,77.jpg,795.wav,77.jpg
2814,578.0,18,8,8,77.jpg,578.wav,77.jpg
2815,1115.0,24,8,8,77.jpg,1115.wav,77.jpg
2816,632.0,24,8,8,77.jpg,632.wav,77.jpg
2817,234.0,24,8,8,77.jpg,234.wav,77.jpg
2818,752.0,24,8,8,77.jpg,752.wav,77.jpg
2819,957.0,24,8,8,77.jpg,957.wav,77.jpg
2820,143.0,24,8,8,77.jpg,143.wav,77.jpg
2821,739.0,24,8,8,77.jpg,739.wav,77.jpg
2822,625.0,19,8,8,77.jpg,625.wav,77.jpg
2823,528.0,19,8,8,77.jpg,528.wav,77.jpg
2824,1225.0,19,8,8,77.jpg,1225.wav,77.jpg
2825,901.0,19,8,8,77.jpg,901.wav,77.jpg
2826,134.0,19,8,8,77.jpg,134.wav,77.jpg
2827,236.0,21,8,8,77.jpg,236.wav,77.jpg
2828,846.0,21,8,8,77.jpg,846.wav,77.jpg
2829,352.0,21,8,8,77.jpg,352.wav,77.jpg
2830,370.0,21,8,8,77.jpg,370.wav,77.jpg
2831,909.0,23,8,8,77.jpg,909.wav,77.jpg
2832,1202.0,23,8,8,77.jpg,1202.wav,77.jpg
2833,828.0,23,8,8,77.jpg,828.wav,77.jpg
2834,1189.0,23,8,8,77.jpg,1189.wav,77.jpg
2835,174.0,23,8,8,77.jpg,174.wav,77.jpg
2836,1037.0,23,8,8,77.jpg,1037.wav,77.jpg
2837,598.0,22,8,8,77.jpg,598.wav,77.jpg
2838,1003.0,22,8,8,50.jpg,1003.wav,50.jpg
2839,227.0,22,8,8,77.jpg,227.wav,77.jpg
2840,1154.0,22,8,8,77.jpg,1154.wav,77.jpg
2841,21.0,22,8,8,77.jpg,21.wav,77.jpg
2842,253.0,22,8,8,77.jpg,253.wav,77.jpg
2843,19.0,22,8,8,77.jpg,19.wav,77.jpg
2844,435.0,22,8,8,50.jpg,435.wav,50.jpg
2845,1135.0,22,8,8,50.jpg,1135.wav,50.jpg
2846,362.0,28,8,8,77.jpg,362.wav,77.jpg
2847,960.0,28,8,8,77.jpg,960.wav,77.jpg
2848,1056.0,28,8,8,77.jpg,1056.wav,77.jpg
2849,1139.0,28,8,8,77.jpg,1139.wav,77.jpg
2850,281.0,26,8,8,77.jpg,281.wav,77.jpg
2851,1137.0,26,8,8,77.jpg,1137.wav,77.jpg
2852,120.0,26,8,8,77.jpg,120.wav,77.jpg
2853,442.0,26,8,8,77.jpg,442.wav,77.jpg
2854,441.0,17,8,8,77.jpg,441.wav,77.jpg
2855,562.0,17,8,8,77.jpg,562.wav,77.jpg
2856,1156.0,17,8,8,77.jpg,1156.wav,77.jpg
2857,324.0,11,8,8,77.jpg,324.wav,77.jpg
2858,1298.0,11,8,8,77.jpg,1298.wav,77.jpg
2859,695.0,11,8,8,77.jpg,695.wav,77.jpg
2860,1284.0,11,8,8,77.jpg,1284.wav,77.jpg
2861,386.0,11,8,8,77.jpg,386.wav,77.jpg
2862,46.0,11,8,8,77.jpg,46.wav,77.jpg
2863,749.0,29,8,8,77.jpg,749.wav,77.jpg
2864,745.0,29,8,8,77.jpg,745.wav,77.jpg
2865,84.0,29,8,8,77.jpg,84.wav,77.jpg
2866,1166.0,29,8,8,77.jpg,1166.wav,77.jpg
2867,807.0,29,8,8,77.jpg,807.wav,77.jpg
2868,891.0,25,8,8,77.jpg,891.wav,77.jpg
2869,383.0,25,8,8,77.jpg,383.wav,77.jpg
2870,871.0,25,8,8,77.jpg,871.wav,77.jpg
2871,184.0,25,8,8,77.jpg,184.wav,77.jpg
2872,620.0,25,8,8,77.jpg,620.wav,77.jpg
2873,354.0,25,8,8,77.jpg,354.wav,77.jpg
2874,1085.0,15,8,8,77.jpg,1085.wav,77.jpg
2875,330.0,15,8,8,77.jpg,330.wav,77.jpg
2876,597.0,15,8,8,77.jpg,597.wav,77.jpg
2877,1224.0,15,8,8,77.jpg,1224.wav,77.jpg
2878,864.0,15,8,8,77.jpg,864.wav,77.jpg
2879,946.0,27,8,8,77.jpg,946.wav,77.jpg
2880,691.0,27,8,8,77.jpg,691.wav,77.jpg
2881,233.0,27,8,8,77.jpg,233.wav,77.jpg
2882,1095.0,27,8,8,77.jpg,1095.wav,77.jpg
2883,318.0,13,8,8,77.jpg,318.wav,77.jpg
2884,833.0,13,8,8,77.jpg,833.wav,77.jpg
2885,97.0,13,8,8,77.jpg,97.wav,77.jpg
2886,1216.0,13,8,8,77.jpg,1216.wav,77.jpg
2887,474.0,13,8,8,77.jpg,474.wav,77.jpg
2888,375.0,13,8,8,77.jpg,375.wav,77.jpg
2889,226.0,13,8,8,77.jpg,226.wav,77.jpg
2890,183.0,14,8,8,77.jpg,183.wav,77.jpg
2891,18.0,14,8,8,77.jpg,18.wav,77.jpg
2892,896.0,14,8,8,77.jpg,896.wav,77.jpg
2893,616.0,12,8,8,77.jpg,616.wav,77.jpg
2894,718.0,12,8,8,77.jpg,718.wav,77.jpg
2895,70.0,12,8,8,77.jpg,70.wav,77.jpg
2896,777.0,12,8,8,77.jpg,777.wav,77.jpg
2897,973.0,12,8,8,77.jpg,973.wav,77.jpg
2898,444.0,16,8,8,77.jpg,444.wav,77.jpg
2899,1124.0,16,8,8,77.jpg,1124.wav,77.jpg
2900,453.0,16,8,8,77.jpg,453.wav,77.jpg
2901,341.0,16,8,8,77.jpg,341.wav,77.jpg
2902,1179.0,18,41,41,77.jpg,1179.wav,77.jpg
2903,572.0,18,41,41,77.jpg,572.wav,77.jpg
2904,442.0,18,41,41,77.jpg,442.wav,77.jpg
2905,1271.0,18,41,41,77.jpg,1271.wav,77.jpg
2906,343.0,24,41,41,77.jpg,343.wav,77.jpg
2907,358.0,24,41,41,77.jpg,358.wav,77.jpg
2908,986.0,24,41,41,77.jpg,986.wav,77.jpg
2909,808.0,24,41,41,77.jpg,808.wav,77.jpg
2910,1270.0,24,41,41,77.jpg,1270.wav,77.jpg
2911,1214.0,19,41,41,77.jpg,1214.wav,77.jpg
2912,698.0,19,41,41,77.jpg,698.wav,77.jpg
2913,361.0,19,41,41,77.jpg,361.wav,77.jpg
